CID;NAME;COUNTRY;INDUSTRY;SECTOR;REQUIREMENTS;PREFERENCES
ORG0000155;Disney;United States;Film & TV;Entertainment;NFT-backed digital rights, Blockchain-based royalty tracking, Immersive VR storytelling;NFT-backed digital rights, AI-generated content investment, Blockchain-based royalty tracking
ORG0000156;NBCUniversal;United States;Film & TV;Entertainment;NFT-backed digital rights, Immersive VR storytelling, Subscription model diversity;Subscription model diversity, Blockchain-based royalty tracking, NFT-backed digital rights
ORG0000157;Sony Pictures Entertainment;United States;Film & TV;Entertainment;Subscription model diversity, Blockchain-based royalty tracking, Crowdfunded production platforms;Immersive VR storytelling, NFT-backed digital rights, Crowdfunded production platforms
ORG0000158;Warner Bros. Discovery;United States;Film & TV;Entertainment;Immersive VR storytelling, Blockchain-based royalty tracking, NFT-backed digital rights;Blockchain-based royalty tracking, NFT-backed digital rights, AI-generated content investment
ORG0000159;Sony Music Entertainment;United States;Music Industry;Entertainment;Blockchain-based royalty tracking, Crowdfunded production platforms, Subscription model diversity;AI-generated content investment, Immersive VR storytelling, Crowdfunded production platforms
ORG0000160;Universal Music Group;United States;Music Industry;Entertainment;Subscription model diversity, AI-generated content investment, Crowdfunded production platforms;AI-generated content investment, NFT-backed digital rights, Crowdfunded production platforms
ORG0000161;Warner Music Group;United States;Music Industry;Entertainment;Immersive VR storytelling, Subscription model diversity, Crowdfunded production platforms;NFT-backed digital rights, AI-generated content investment, Immersive VR storytelling
ORG0000162;Spotify;Sweden;Music Industry;Entertainment;AI-generated content investment, Blockchain-based royalty tracking, NFT-backed digital rights;Blockchain-based royalty tracking, Subscription model diversity, Immersive VR storytelling
ORG0000163;Electronic Arts;United States;Video Games;Entertainment;NFT-backed digital rights, Crowdfunded production platforms, Subscription model diversity;Crowdfunded production platforms, Blockchain-based royalty tracking, NFT-backed digital rights
ORG0000164;Nintendo;Japan;Video Games;Entertainment;NFT-backed digital rights, Immersive VR storytelling, AI-generated content investment;NFT-backed digital rights, Blockchain-based royalty tracking, Subscription model diversity
ORG0000165;Sony Interactive Entertainment;Japan;Video Games;Entertainment;AI-generated content investment, Blockchain-based royalty tracking, Immersive VR storytelling;Blockchain-based royalty tracking, Crowdfunded production platforms, NFT-backed digital rights
ORG0000166;Tencent Games;China;Video Games;Entertainment;NFT-backed digital rights, Blockchain-based royalty tracking, Crowdfunded production platforms;NFT-backed digital rights, Crowdfunded production platforms, Subscription model diversity
ORG0000167;Amazon Prime Video;United States;Streaming Services;Entertainment;Crowdfunded production platforms, Blockchain-based royalty tracking, Immersive VR storytelling;AI-generated content investment, Immersive VR storytelling, Blockchain-based royalty tracking
ORG0000168;Disney+;United States;Streaming Services;Entertainment;Subscription model diversity, AI-generated content investment, Blockchain-based royalty tracking;Crowdfunded production platforms, NFT-backed digital rights, Subscription model diversity
ORG0000169;Netflix;United States;Streaming Services;Entertainment;NFT-backed digital rights, Crowdfunded production platforms, Subscription model diversity;Blockchain-based royalty tracking, Crowdfunded production platforms, Immersive VR storytelling
ORG0000170;HBO Max;United States;Streaming Services;Entertainment;Blockchain-based royalty tracking, Subscription model diversity, AI-generated content investment;Immersive VR storytelling, Blockchain-based royalty tracking, AI-generated content investment
ORG0000171;Ant Group;China;FinTech;Financial Services;Green investment portfolios, Instant cross-border payments, Decentralized credit scoring;Instant cross-border payments, Green investment portfolios, Predictive risk analysis tools
ORG0000172;Bank of America;United States;Banking;Financial Services;AI-driven financial planning, Microfinance digital expansion, Instant cross-border payments;Instant cross-border payments, Green investment portfolios, Predictive risk analysis tools
ORG0000173;BlackRock;United States;Asset Management;Financial Services;Green investment portfolios, Instant cross-border payments, AI-driven financial planning;Microfinance digital expansion, Green investment portfolios, Predictive risk analysis tools
ORG0000174;Chime;United States;FinTech;Financial Services;AI-driven financial planning, Microfinance digital expansion, Green investment portfolios;Instant cross-border payments, Microfinance digital expansion, AI-driven financial planning
ORG0000175;Fidelity Investments;United States;Asset Management;Financial Services;Green investment portfolios, Predictive risk analysis tools, Decentralized credit scoring;Predictive risk analysis tools, Microfinance digital expansion, Decentralized credit scoring
ORG0000176;JPMorgan Chase & Co.;United States;Banking;Financial Services;Predictive risk analysis tools, AI-driven financial planning, Green investment portfolios;AI-driven financial planning, Green investment portfolios, Instant cross-border payments
ORG0000177;Ping An Insurance;China;Insurance;Financial Services;AI-driven financial planning, Predictive risk analysis tools, Microfinance digital expansion;Green investment portfolios, AI-driven financial planning, Microfinance digital expansion
ORG0000178;Prudential plc;United Kingdom;Insurance;Financial Services;AI-driven financial planning, Microfinance digital expansion, Instant cross-border payments;Green investment portfolios, Instant cross-border payments, Decentralized credit scoring
ORG0000179;Revolut;United Kingdom;FinTech;Financial Services;AI-driven financial planning, Decentralized credit scoring, Microfinance digital expansion;Instant cross-border payments, AI-driven financial planning, Green investment portfolios
ORG0000180;State Street Global Advisors;United States;Asset Management;Financial Services;AI-driven financial planning, Instant cross-border payments, Decentralized credit scoring;AI-driven financial planning, Instant cross-border payments, Decentralized credit scoring
ORG0000181;The Goldman Sachs Group, Inc.;United States;Banking;Financial Services;Predictive risk analysis tools, Instant cross-border payments, Microfinance digital expansion;Decentralized credit scoring, Predictive risk analysis tools, Microfinance digital expansion
ORG0000182;UnitedHealth Group;United States;Insurance;Financial Services;Microfinance digital expansion, Predictive risk analysis tools, AI-driven financial planning;Green investment portfolios, Predictive risk analysis tools, AI-driven financial planning
ORG0000183;Vanguard Group;United States;Asset Management;Financial Services;Green investment portfolios, Instant cross-border payments, Decentralized credit scoring;AI-driven financial planning, Green investment portfolios, Predictive risk analysis tools
ORG0000184;Visa Inc.;United States;FinTech;Financial Services;Decentralized credit scoring, Predictive risk analysis tools, Microfinance digital expansion;Predictive risk analysis tools, Instant cross-border payments, Decentralized credit scoring
ORG0000185;Wells Fargo & Company;United States;Banking;Financial Services;AI-driven financial planning, Instant cross-border payments, Microfinance digital expansion;Decentralized credit scoring, Instant cross-border payments, Green investment portfolios
ORG0000186;Zurich Insurance Group;Switzerland;Insurance;Financial Services;AI-driven financial planning, Predictive risk analysis tools, Decentralized credit scoring;Decentralized credit scoring, Microfinance digital expansion, Predictive risk analysis tools
ORG0000187;Anheuser-Busch InBev;Belgium;Beverage Industry;Food & Beverage;Flexible Payment Terms, Sustainable Growth, Stable Cash Flow;High Profit Margins, Sustainable Growth, Low Production Costs
ORG0000188;Coca-Cola Company;United States;Beverage Industry;Food & Beverage;Tax Incentives, Stable Cash Flow, Sustainable Growth;Stable Cash Flow, Sustainable Growth, High Profit Margins
ORG0000189;Heineken N.V.;Netherlands;Beverage Industry;Food & Beverage;Sustainable Growth, Low Production Costs, High Profit Margins;Flexible Payment Terms, Sustainable Growth, High Profit Margins
ORG0000190;PepsiCo;United States;Beverage Industry;Food & Beverage;Tax Incentives, Stable Cash Flow, High Profit Margins;Sustainable Growth, High Profit Margins, Tax Incentives
ORG0000191;Archer Daniels Midland Company;United States;Food Processing;Food & Beverage;Flexible Payment Terms, Stable Cash Flow, Tax Incentives;Stable Cash Flow, Low Production Costs, Flexible Payment Terms
ORG0000192;Cargill;United States;Food Processing;Food & Beverage;Tax Incentives, Sustainable Growth, Flexible Payment Terms;Low Production Costs, Tax Incentives, Flexible Payment Terms
ORG0000193;JBS S.A.;Brazil;Food Processing;Food & Beverage;Flexible Payment Terms, Stable Cash Flow, High Profit Margins;Sustainable Growth, Flexible Payment Terms, Tax Incentives
ORG0000194;Tyson Foods;United States;Food Processing;Food & Beverage;Stable Cash Flow, Low Production Costs, High Profit Margins;Stable Cash Flow, High Profit Margins, Low Production Costs
ORG0000195;Conagra Brands;United States;Packaged Foods;Food & Beverage;Sustainable Growth, High Profit Margins, Stable Cash Flow;Sustainable Growth, Flexible Payment Terms, Low Production Costs
ORG0000196;General Mills;United States;Packaged Foods;Food & Beverage;Low Production Costs, Sustainable Growth, Flexible Payment Terms;Stable Cash Flow, Low Production Costs, Sustainable Growth
ORG0000197;Kraft Heinz Company;United States;Packaged Foods;Food & Beverage;Stable Cash Flow, Low Production Costs, Flexible Payment Terms;Low Production Costs, Tax Incentives, High Profit Margins
ORG0000198;Nestlé;Switzerland;Packaged Foods;Food & Beverage;High Profit Margins, Low Production Costs, Tax Incentives;Tax Incentives, Stable Cash Flow, High Profit Margins
ORG0000199;McDonald's Corporation;United States;Restaurant Chains;Food & Beverage;Flexible Payment Terms, Tax Incentives, Low Production Costs;High Profit Margins, Stable Cash Flow, Low Production Costs
ORG0000200;Restaurant Brands International;Canada;Restaurant Chains;Food & Beverage;Low Production Costs, Sustainable Growth, Flexible Payment Terms;Sustainable Growth, Flexible Payment Terms, Tax Incentives
ORG0000201;Starbucks Corporation;United States;Restaurant Chains;Food & Beverage;Flexible Payment Terms, Stable Cash Flow, Sustainable Growth;Flexible Payment Terms, Low Production Costs, Tax Incentives
ORG0000202;Yum! Brands;United States;Restaurant Chains;Food & Beverage;High Profit Margins, Stable Cash Flow, Flexible Payment Terms;Flexible Payment Terms, Stable Cash Flow, High Profit Margins
ORG0000203;Cleveland Clinic;United States;Hospitals & Clinics;Healthcare;Genome sequencing expansion, Affordable specialty treatments, Wearable health monitoring;Personalized medicine programs, Home-based chronic care models, Genome sequencing expansion
ORG0000204;HCA Healthcare;United States;Hospitals & Clinics;Healthcare;AI-assisted mental health care, Wearable health monitoring, Personalized medicine programs;AI-assisted mental health care, Wearable health monitoring, Affordable specialty treatments
ORG0000205;Mayo Clinic;United States;Hospitals & Clinics;Healthcare;Personalized medicine programs, AI-assisted mental health care, Wearable health monitoring;Affordable specialty treatments, Genome sequencing expansion, Home-based chronic care models
ORG0000206;UnitedHealth Group;United States;Hospitals & Clinics;Healthcare;Personalized medicine programs, Affordable specialty treatments, Wearable health monitoring;AI-assisted mental health care, Home-based chronic care models, Wearable health monitoring
ORG0000207;AstraZeneca;United Kingdom;Pharmaceuticals;Healthcare;Wearable health monitoring, AI-assisted mental health care, Affordable specialty treatments;Affordable specialty treatments, Home-based chronic care models, Genome sequencing expansion
ORG0000208;Johnson & Johnson;United States;Pharmaceuticals;Healthcare;AI-assisted mental health care, Genome sequencing expansion, Wearable health monitoring;Genome sequencing expansion, Wearable health monitoring, Home-based chronic care models
ORG0000209;Pfizer;United States;Pharmaceuticals;Healthcare;Personalized medicine programs, Home-based chronic care models, Genome sequencing expansion;Personalized medicine programs, Home-based chronic care models, AI-assisted mental health care
ORG0000210;Roche;Switzerland;Pharmaceuticals;Healthcare;Genome sequencing expansion, AI-assisted mental health care, Personalized medicine programs;Wearable health monitoring, Genome sequencing expansion, Personalized medicine programs
ORG0000211;Medtronic;Ireland;Medical Devices;Healthcare;Genome sequencing expansion, Home-based chronic care models, Wearable health monitoring;Home-based chronic care models, Personalized medicine programs, Affordable specialty treatments
ORG0000212;Siemens Healthineers;Germany;Medical Devices;Healthcare;Affordable specialty treatments, Genome sequencing expansion, Home-based chronic care models;Personalized medicine programs, AI-assisted mental health care, Wearable health monitoring
ORG0000213;Stryker Corporation;United States;Medical Devices;Healthcare;AI-assisted mental health care, Personalized medicine programs, Genome sequencing expansion;Wearable health monitoring, AI-assisted mental health care, Home-based chronic care models
ORG0000214;Zimmer Biomet;United States;Medical Devices;Healthcare;Genome sequencing expansion, Affordable specialty treatments, Personalized medicine programs;Personalized medicine programs, Affordable specialty treatments, AI-assisted mental health care
ORG0000215;Epic Systems;United States;HealthTech;Healthcare;Personalized medicine programs, AI-assisted mental health care, Wearable health monitoring;Home-based chronic care models, Wearable health monitoring, Personalized medicine programs
ORG0000216;Philips Healthcare;Netherlands;HealthTech;Healthcare;AI-assisted mental health care, Genome sequencing expansion, Affordable specialty treatments;Genome sequencing expansion, Home-based chronic care models, AI-assisted mental health care
ORG0000217;Teladoc Health;United States;HealthTech;Healthcare;Genome sequencing expansion, Affordable specialty treatments, AI-assisted mental health care;Home-based chronic care models, Personalized medicine programs, Affordable specialty treatments
ORG0000218;Zocdoc;United States;HealthTech;Healthcare;Affordable specialty treatments, Wearable health monitoring, Home-based chronic care models;Personalized medicine programs, Home-based chronic care models, AI-assisted mental health care
ORG0000219;Hilton Hotels & Resorts;United States;Hotels & Resorts;Hospitality;Seamless travel experiences, Luxury eco-lodges funding, AI concierge services;Seamless travel experiences, AI concierge services, Blockchain-based booking security
ORG0000220;Hyatt Hotels Corporation;United States;Hotels & Resorts;Hospitality;Seamless travel experiences, Luxury eco-lodges funding, Wellness tourism incentives;Luxury eco-lodges funding, Wellness tourism incentives, AI concierge services
ORG0000221;Marriott International;United States;Hotels & Resorts;Hospitality;Blockchain-based booking security, AI concierge services, Seamless travel experiences;Wellness tourism incentives, Luxury eco-lodges funding, AI concierge services
ORG0000222;Shangri-La Hotels and Resorts;Hong Kong;Hotels & Resorts;Hospitality;Luxury eco-lodges funding, Wellness tourism incentives, Seamless travel experiences;Seamless travel experiences, Zero-waste event planning, AI concierge services
ORG0000223;American Airlines;United States;Airlines;Hospitality;AI concierge services, Seamless travel experiences, Blockchain-based booking security;Blockchain-based booking security, AI concierge services, Luxury eco-lodges funding
ORG0000224;Delta Air Lines;United States;Airlines;Hospitality;Luxury eco-lodges funding, Wellness tourism incentives, Zero-waste event planning;Wellness tourism incentives, Seamless travel experiences, AI concierge services
ORG0000225;Emirates;United Arab Emirates;Airlines;Hospitality;Wellness tourism incentives, AI concierge services, Zero-waste event planning;AI concierge services, Wellness tourism incentives, Zero-waste event planning
ORG0000226;Singapore Airlines;Singapore;Airlines;Hospitality;Wellness tourism incentives, Seamless travel experiences, AI concierge services;Blockchain-based booking security, Wellness tourism incentives, Seamless travel experiences
ORG0000227;Carnival Corporation;United States;Cruise Lines;Hospitality;Luxury eco-lodges funding, Seamless travel experiences, Blockchain-based booking security;Luxury eco-lodges funding, Wellness tourism incentives, Blockchain-based booking security
ORG0000228;MSC Cruises;Switzerland;Cruise Lines;Hospitality;Wellness tourism incentives, Zero-waste event planning, Seamless travel experiences;AI concierge services, Blockchain-based booking security, Seamless travel experiences
ORG0000229;Norwegian Cruise Line;United States;Cruise Lines;Hospitality;AI concierge services, Zero-waste event planning, Wellness tourism incentives;Blockchain-based booking security, AI concierge services, Wellness tourism incentives
ORG0000230;Royal Caribbean International;United States;Cruise Lines;Hospitality;Luxury eco-lodges funding, Wellness tourism incentives, Seamless travel experiences;Luxury eco-lodges funding, Blockchain-based booking security, Seamless travel experiences
ORG0000231;Booking Holdings;United States;Travel Agencies;Hospitality;Zero-waste event planning, Seamless travel experiences, Blockchain-based booking security;Wellness tourism incentives, Zero-waste event planning, Luxury eco-lodges funding
ORG0000232;Expedia Group;United States;Travel Agencies;Hospitality;Seamless travel experiences, AI concierge services, Wellness tourism incentives;Wellness tourism incentives, Blockchain-based booking security, AI concierge services
ORG0000233;Trip.com Group;China;Travel Agencies;Hospitality;AI concierge services, Luxury eco-lodges funding, Blockchain-based booking security;Blockchain-based booking security, Zero-waste event planning, Wellness tourism incentives
ORG0000234;TUI Group;Germany;Travel Agencies;Hospitality;AI concierge services, Wellness tourism incentives, Blockchain-based booking security;Luxury eco-lodges funding, Blockchain-based booking security, Seamless travel experiences
ORG0000235;Amazon Web Services (AWS);United States;Cloud Computing;Information Technology;AI-powered automation tools, Decentralized data ownership, Ethical AI funding;Next-gen cybersecurity models, Ethical AI funding, Quantum networking research
ORG0000236;Google Cloud;United States;Cloud Computing;Information Technology;Augmented workforce systems, Quantum networking research, Ethical AI funding;Quantum networking research, Next-gen cybersecurity models, AI-powered automation tools
ORG0000237;IBM Cloud;United States;Cloud Computing;Information Technology;Decentralized data ownership, Quantum networking research, AI-powered automation tools;Next-gen cybersecurity models, Decentralized data ownership, AI-powered automation tools
ORG0000238;Microsoft Azure;United States;Cloud Computing;Information Technology;AI-powered automation tools, Next-gen cybersecurity models, Quantum networking research;Quantum networking research, Next-gen cybersecurity models, AI-powered automation tools
ORG0000239;CrowdStrike;United States;Cybersecurity;Information Technology;AI-powered automation tools, Next-gen cybersecurity models, Quantum networking research;Next-gen cybersecurity models, AI-powered automation tools, Augmented workforce systems
ORG0000240;Darktrace;United Kingdom;Cybersecurity;Information Technology;Quantum networking research, Ethical AI funding, AI-powered automation tools;Ethical AI funding, AI-powered automation tools, Next-gen cybersecurity models
ORG0000241;Palo Alto Networks;United States;Cybersecurity;Information Technology;Next-gen cybersecurity models, Decentralized data ownership, Augmented workforce systems;Augmented workforce systems, AI-powered automation tools, Quantum networking research
ORG0000242;Symantec Corporation;United States;Cybersecurity;Information Technology;Quantum networking research, Next-gen cybersecurity models, Decentralized data ownership;Ethical AI funding, Next-gen cybersecurity models, Quantum networking research
ORG0000243;Alphabet Inc.;United States;Artificial Intelligence;Information Technology;Augmented workforce systems, Decentralized data ownership, Next-gen cybersecurity models;Next-gen cybersecurity models, Decentralized data ownership, AI-powered automation tools
ORG0000244;IBM Corporation;United States;Artificial Intelligence;Information Technology;Next-gen cybersecurity models, Augmented workforce systems, Decentralized data ownership;AI-powered automation tools, Next-gen cybersecurity models, Augmented workforce systems
ORG0000245;Microsoft Corporation;United States;Artificial Intelligence;Information Technology;Quantum networking research, Augmented workforce systems, AI-powered automation tools;Quantum networking research, Augmented workforce systems, AI-powered automation tools
ORG0000246;NVIDIA Corporation;United States;Artificial Intelligence;Information Technology;Decentralized data ownership, AI-powered automation tools, Ethical AI funding;AI-powered automation tools, Ethical AI funding, Augmented workforce systems
ORG0000247;Adobe Inc.;United States;Software & IT Services;Information Technology;Quantum networking research, AI-powered automation tools, Ethical AI funding;Ethical AI funding, AI-powered automation tools, Next-gen cybersecurity models
ORG0000248;Oracle Corporation;United States;Software & IT Services;Information Technology;Next-gen cybersecurity models, Decentralized data ownership, AI-powered automation tools;Quantum networking research, Next-gen cybersecurity models, AI-powered automation tools
ORG0000249;Salesforce Inc.;United States;Software & IT Services;Information Technology;Augmented workforce systems, Ethical AI funding, Quantum networking research;Ethical AI funding, Quantum networking research, Next-gen cybersecurity models
ORG0000250;SAP SE;Germany;Software & IT Services;Information Technology;AI-powered automation tools, Next-gen cybersecurity models, Decentralized data ownership;Next-gen cybersecurity models, Decentralized data ownership, AI-powered automation tools
ORG0000251;Aetna Inc.;United States;Health Insurance;Insurance;On-demand micro-insurance, Blockchain-based claims processing, Real-time risk prediction;Real-time risk prediction, On-demand micro-insurance, Cyber attack response funds
ORG0000252;Anthem, Inc.;United States;Health Insurance;Insurance;Cyber attack response funds, Real-time risk prediction, Blockchain-based claims processing;Cyber attack response funds, Climate disaster coverage models, Real-time risk prediction
ORG0000253;Cigna Corporation;United States;Health Insurance;Insurance;On-demand micro-insurance, Usage-based premium adjustments, Blockchain-based claims processing;On-demand micro-insurance, Blockchain-based claims processing, Real-time risk prediction
ORG0000254;Humana Inc.;United States;Health Insurance;Insurance;Blockchain-based claims processing, Usage-based premium adjustments, Climate disaster coverage models;Usage-based premium adjustments, Climate disaster coverage models, Real-time risk prediction
ORG0000255;MetLife, Inc.;United States;Life Insurance;Insurance;Cyber attack response funds, On-demand micro-insurance, Climate disaster coverage models;On-demand micro-insurance, Blockchain-based claims processing, Real-time risk prediction
ORG0000256;New York Life Insurance Company;United States;Life Insurance;Insurance;Usage-based premium adjustments, On-demand micro-insurance, Cyber attack response funds;Cyber attack response funds, On-demand micro-insurance, Usage-based premium adjustments
ORG0000257;Northwestern Mutual;United States;Life Insurance;Insurance;Real-time risk prediction, Climate disaster coverage models, Blockchain-based claims processing;Cyber attack response funds, On-demand micro-insurance, Climate disaster coverage models
ORG0000258;Prudential Financial, Inc.;United States;Life Insurance;Insurance;Climate disaster coverage models, Usage-based premium adjustments, Cyber attack response funds;On-demand micro-insurance, Real-time risk prediction, Usage-based premium adjustments
ORG0000259;Allstate Corporation;United States;Property & Casualty;Insurance;Blockchain-based claims processing, Real-time risk prediction, Cyber attack response funds;On-demand micro-insurance, Cyber attack response funds, Blockchain-based claims processing
ORG0000260;Liberty Mutual Group;United States;Property & Casualty;Insurance;Usage-based premium adjustments, Climate disaster coverage models, Cyber attack response funds;Usage-based premium adjustments, On-demand micro-insurance, Real-time risk prediction
ORG0000261;State Farm Mutual Automobile Insurance Company;United States;Property & Casualty;Insurance;On-demand micro-insurance, Blockchain-based claims processing, Climate disaster coverage models;On-demand micro-insurance, Cyber attack response funds, Climate disaster coverage models
ORG0000262;The Travelers Companies, Inc.;United States;Property & Casualty;Insurance;On-demand micro-insurance, Usage-based premium adjustments, Cyber attack response funds;Blockchain-based claims processing, Cyber attack response funds, On-demand micro-insurance
ORG0000263;Hannover Re;Germany;Reinsurance;Insurance;Blockchain-based claims processing, On-demand micro-insurance, Cyber attack response funds;Usage-based premium adjustments, Climate disaster coverage models, On-demand micro-insurance
ORG0000264;Munich Re;Germany;Reinsurance;Insurance;Usage-based premium adjustments, Cyber attack response funds, On-demand micro-insurance;Usage-based premium adjustments, Cyber attack response funds, Blockchain-based claims processing
ORG0000265;Swiss Re;Switzerland;Reinsurance;Insurance;Real-time risk prediction, Blockchain-based claims processing, Usage-based premium adjustments;Real-time risk prediction, Usage-based premium adjustments, Climate disaster coverage models
ORG0000266;The Reinsurance Group of America, Incorporated;United States;Reinsurance;Insurance;On-demand micro-insurance, Blockchain-based claims processing, Cyber attack response funds;Blockchain-based claims processing, On-demand micro-insurance, Climate disaster coverage models
ORG0000267;A.P. Moller - Maersk;Denmark;Freight & Logistics;Logistics & Transportation;Autonomous warehouse robotics, Hyper-efficient cargo handling, Crowdsourced transport solutions;AI-driven fleet management, Crowdsourced transport solutions, Autonomous warehouse robotics
ORG0000268;C.H. Robinson;United States;Freight & Logistics;Logistics & Transportation;Predictive supply chain modeling, AI-driven fleet management, Autonomous warehouse robotics;Urban last-mile delivery networks, Autonomous warehouse robotics, AI-driven fleet management
ORG0000269;Deutsche Post DHL Group;Germany;Freight & Logistics;Logistics & Transportation;Autonomous warehouse robotics, AI-driven fleet management, Urban last-mile delivery networks;Autonomous warehouse robotics, Crowdsourced transport solutions, Urban last-mile delivery networks
ORG0000270;Kuehne + Nagel;Switzerland;Freight & Logistics;Logistics & Transportation;Autonomous warehouse robotics, Predictive supply chain modeling, AI-driven fleet management;Crowdsourced transport solutions, Hyper-efficient cargo handling, Urban last-mile delivery networks
ORG0000271;CMA CGM Group;France;Shipping & Maritime;Logistics & Transportation;AI-driven fleet management, Urban last-mile delivery networks, Crowdsourced transport solutions;Crowdsourced transport solutions, Predictive supply chain modeling, Autonomous warehouse robotics
ORG0000272;Hapag-Lloyd;Germany;Shipping & Maritime;Logistics & Transportation;Crowdsourced transport solutions, Hyper-efficient cargo handling, AI-driven fleet management;Predictive supply chain modeling, AI-driven fleet management, Urban last-mile delivery networks
ORG0000273;Mediterranean Shipping Company (MSC);Switzerland;Shipping & Maritime;Logistics & Transportation;AI-driven fleet management, Hyper-efficient cargo handling, Predictive supply chain modeling;AI-driven fleet management, Urban last-mile delivery networks, Predictive supply chain modeling
ORG0000274;Ocean Network Express (ONE);Japan;Shipping & Maritime;Logistics & Transportation;Predictive supply chain modeling, Urban last-mile delivery networks, Autonomous warehouse robotics;Urban last-mile delivery networks, Crowdsourced transport solutions, Autonomous warehouse robotics
ORG0000275;BNSF Railway;United States;Rail Freight;Logistics & Transportation;Autonomous warehouse robotics, AI-driven fleet management, Urban last-mile delivery networks;Crowdsourced transport solutions, Hyper-efficient cargo handling, Urban last-mile delivery networks
ORG0000276;Canadian National Railway;Canada;Rail Freight;Logistics & Transportation;Urban last-mile delivery networks, Autonomous warehouse robotics, Hyper-efficient cargo handling;Crowdsourced transport solutions, Predictive supply chain modeling, Urban last-mile delivery networks
ORG0000277;CSX Transportation;United States;Rail Freight;Logistics & Transportation;Predictive supply chain modeling, Urban last-mile delivery networks, Hyper-efficient cargo handling;Predictive supply chain modeling, AI-driven fleet management, Urban last-mile delivery networks
ORG0000278;Union Pacific Railroad;United States;Rail Freight;Logistics & Transportation;AI-driven fleet management, Autonomous warehouse robotics, Crowdsourced transport solutions;Hyper-efficient cargo handling, AI-driven fleet management, Predictive supply chain modeling
ORG0000279;Cathay Pacific Cargo;Hong Kong;Air Cargo;Logistics & Transportation;Crowdsourced transport solutions, Autonomous warehouse robotics, Predictive supply chain modeling;Predictive supply chain modeling, AI-driven fleet management, Crowdsourced transport solutions
ORG0000280;Emirates SkyCargo;United Arab Emirates;Air Cargo;Logistics & Transportation;Crowdsourced transport solutions, AI-driven fleet management, Urban last-mile delivery networks;Crowdsourced transport solutions, AI-driven fleet management, Hyper-efficient cargo handling
ORG0000281;FedEx Express;United States;Air Cargo;Logistics & Transportation;Urban last-mile delivery networks, Autonomous warehouse robotics, Hyper-efficient cargo handling;Crowdsourced transport solutions, Predictive supply chain modeling, AI-driven fleet management
ORG0000282;UPS Airlines;United States;Air Cargo;Logistics & Transportation;Predictive supply chain modeling, Autonomous warehouse robotics, Crowdsourced transport solutions;Autonomous warehouse robotics, Urban last-mile delivery networks, AI-driven fleet management
ORG0000283;Bosch Rexroth;Germany;Industrial Machinery;Manufacturing;Hyperlocal manufacturing scaling, Carbon-neutral supply chains, Self-healing material research;Smart factory interoperability, Closed-loop recycling systems, Carbon-neutral supply chains
ORG0000284;Caterpillar Inc.;United States;Industrial Machinery;Manufacturing;Closed-loop recycling systems, AI-driven predictive maintenance, Hyperlocal manufacturing scaling;Closed-loop recycling systems, AI-driven predictive maintenance, Self-healing material research
ORG0000285;Deere & Company;United States;Industrial Machinery;Manufacturing;Smart factory interoperability, Self-healing material research, Carbon-neutral supply chains;AI-driven predictive maintenance, Closed-loop recycling systems, Carbon-neutral supply chains
ORG0000286;Komatsu Ltd.;Japan;Industrial Machinery;Manufacturing;Carbon-neutral supply chains, Self-healing material research, Hyperlocal manufacturing scaling;Carbon-neutral supply chains, Self-healing material research, Smart factory interoperability
ORG0000287;Foxconn (Hon Hai Precision Industry Co., Ltd.);Taiwan;Electronics Manufacturing;Manufacturing;Hyperlocal manufacturing scaling, AI-driven predictive maintenance, Carbon-neutral supply chains;Closed-loop recycling systems, Hyperlocal manufacturing scaling, AI-driven predictive maintenance
ORG0000288;Flex Ltd.;Singapore;Electronics Manufacturing;Manufacturing;Smart factory interoperability, Self-healing material research, AI-driven predictive maintenance;Carbon-neutral supply chains, Smart factory interoperability, AI-driven predictive maintenance
ORG0000289;Jabil Inc.;United States;Electronics Manufacturing;Manufacturing;Carbon-neutral supply chains, Self-healing material research, Smart factory interoperability;Hyperlocal manufacturing scaling, AI-driven predictive maintenance, Closed-loop recycling systems
ORG0000290;Pegatron Corporation;Taiwan;Electronics Manufacturing;Manufacturing;AI-driven predictive maintenance, Self-healing material research, Closed-loop recycling systems;Smart factory interoperability, Hyperlocal manufacturing scaling, Self-healing material research
ORG0000291;ABB Ltd.;Switzerland;Factory Automation;Manufacturing;AI-driven predictive maintenance, Carbon-neutral supply chains, Self-healing material research;Self-healing material research, Closed-loop recycling systems, Smart factory interoperability
ORG0000292;Emerson Electric Co.;United States;Factory Automation;Manufacturing;Hyperlocal manufacturing scaling, Smart factory interoperability, Self-healing material research;Smart factory interoperability, Carbon-neutral supply chains, AI-driven predictive maintenance
ORG0000293;Rockwell Automation;United States;Factory Automation;Manufacturing;Smart factory interoperability, Self-healing material research, Closed-loop recycling systems;Closed-loop recycling systems, Carbon-neutral supply chains, Hyperlocal manufacturing scaling
ORG0000294;Siemens AG;Germany;Factory Automation;Manufacturing;Self-healing material research, Closed-loop recycling systems, AI-driven predictive maintenance;Hyperlocal manufacturing scaling, AI-driven predictive maintenance, Carbon-neutral supply chains
ORG0000295;Intel Corporation;United States;Semiconductors;Manufacturing;Closed-loop recycling systems, AI-driven predictive maintenance, Smart factory interoperability;Closed-loop recycling systems, Carbon-neutral supply chains, Smart factory interoperability
